building_source_id,building_id,source_key,relationship
CHI-CHI1870-028-S01,CHI-CHI1870-028,AND1886V2,supports_record
CHI-CHI1870-029-S01,CHI-CHI1870-029,AND1886V2,supports_record
CHI-CHI1870-030-S01,CHI-CHI1870-030,AND1886V2,supports_record
CHI-CHI1870-031-S01,CHI-CHI1870-031,AND1886V2,supports_record
CHI-CHI1870-032-S01,CHI-CHI1870-032,AND1886V2,supports_record
CHI-CHI1870-033-S01,CHI-CHI1870-033,AND1886V2,supports_record
CHI-CHI1870-034-S01,CHI-CHI1870-034,AND1886V2,supports_record
CHI-CHI1870-035-S01,CHI-CHI1870-035,AND1886V2,supports_record
CHI-CHI1870-036-S01,CHI-CHI1870-036,CHILM_RABER,supports_record
CHI-CHI1870-037-S01,CHI-CHI1870-037,CHILM_WHEELER,supports_record
CHI-CHI1870-038-S01,CHI-CHI1870-038,CHILM_HITCHCOCK,supports_record
CHI-CHI1870-039-S01,CHI-CHI1870-039,ILNR2023,supports_record
CHI-CHI1870-039-S02,CHI-CHI1870-039,WIKI_STORYCAMP,supports_record
CHI-CHI1870-040-S01,CHI-CHI1870-040,ILNR2023,supports_record
CHI-CHI1870-040-S02,CHI-CHI1870-040,WIKI_STORYCAMP,supports_record
CHI-CHI1870-041-S01,CHI-CHI1870-041,ILNR2023,supports_record
CHI-CHI1870-041-S02,CHI-CHI1870-041,WIKI_SWEDISHCLUB,supports_record
CHI-PRE1830-001-S01,CHI-PRE1830-001,EOC_MARQUETTE,supports_record
CHI-PRE1830-002-S01,CHI-PRE1830-002,NPS_DUSABLE_NHL,supports_record
CHI-PRE1830-002-S02,CHI-PRE1830-002,ANDREAS_V1_EARLY,supports_record
CHI-PRE1830-003-S01,CHI-PRE1830-003,NPS_DUSABLE_NHL,supports_record
CHI-PRE1830-004-S01,CHI-PRE1830-004,NPS_DUSABLE_NHL,supports_record
CHI-PRE1830-005-S01,CHI-PRE1830-005,NPS_DUSABLE_NHL,supports_record
CHI-PRE1830-006-S01,CHI-PRE1830-006,NPS_DUSABLE_NHL,supports_record
CHI-PRE1830-007-S01,CHI-PRE1830-007,NPS_DUSABLE_NHL,supports_record
