building_source_id,building_id,source_key,relationship
CHI-POSTFIRE-CHI1875-015-S01,CHI-POSTFIRE-CHI1875-015,NPS_WALLER,supports_record
CHI-POSTFIRE-CHI1875-016-S01,CHI-POSTFIRE-CHI1875-016,CITY_HBA,supports_record
CHI-POSTFIRE-CHI1875-016-S02,CHI-POSTFIRE-CHI1875-016,CITY_HBA_COUNCIL,supports_record
CHI-POSTFIRE-CHI1875-017-S01,CHI-POSTFIRE-CHI1875-017,CITY_HBA,supports_record
CHI-POSTFIRE-CHI1875-017-S02,CHI-POSTFIRE-CHI1875-017,CITY_HBA_COUNCIL,supports_record
CHI-POSTFIRE-CHI1875-018-S01,CHI-POSTFIRE-CHI1875-018,CITY_LAKE_FRANKLIN,supports_record
CHI-POSTFIRE-CHI1875-018-S02,CHI-POSTFIRE-CHI1875-018,CITY_NEAR_NORTH_REPORT,supports_record
CHI-POSTFIRE-CHI1875-019-S01,CHI-POSTFIRE-CHI1875-019,CITY_INDIVIDUAL_LANDMARKS,supports_record
CHI-POSTFIRE-CHI1875-019-S02,CHI-POSTFIRE-CHI1875-019,CITY_UNION_GATE,supports_record
CHI-POSTFIRE-CHI1875-020-S01,CHI-POSTFIRE-CHI1875-020,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-021-S01,CHI-POSTFIRE-CHI1875-021,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-022-S01,CHI-POSTFIRE-CHI1875-022,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-023-S01,CHI-POSTFIRE-CHI1875-023,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-024-S01,CHI-POSTFIRE-CHI1875-024,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-025-S01,CHI-POSTFIRE-CHI1875-025,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-026-S01,CHI-POSTFIRE-CHI1875-026,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-027-S01,CHI-POSTFIRE-CHI1875-027,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI1875-028-S01,CHI-POSTFIRE-CHI1875-028,ANDREAS_V3,supports_record
